EngSpeed,EngOilPress,EngCoolantTemp,EngFuelRate,BatteryPotential_PowerInput1,ActualEngPercentTorque,BarometricPress,EngPercentLoadAtCurrentSpeed,NominalFrictionPercentTorque,EngsDesiredOperatingSpeed,EngIntakeManifold1Temp,EngIntakeManifold1Press
-0.809992475,-0.926116664,0.876980179,-1.109492748,0.167047513,-0.6061155,-0.770153518,-0.397178976,-0.112873892,0.669949603,0.007007009,-0.105060626
-0.80932668,-0.821540351,-1.395430334,-0.939391148,0.167047513,-0.585926396,-0.664361037,-0.828939482,-0.112873892,0.688491492,-1.503247779,-0.167928984
-0.80905543,-0.790864633,-0.637960163,-0.893417742,0.167047513,-0.525359085,-0.797688548,-0.397178976,0.039589541,0.663768974,0.123180455,-0.105060626
-0.064770182,-0.462495012,0.119510008,0.213008886,0.167047513,0.270091612,-0.258581659,0.466342035,0.285225072,0.654498029,1.052568017,0.083544447
-0.813296793,-0.68489397,0.876980179,-0.74093928,0.167047513,-0.404224461,-0.983187692,0.466342035,0.014178969,0.625140038,0.2393539,-0.042192269
-0.809375998,-0.850821719,0.119510008,-0.999922798,0.167047513,-0.6061155,-1.012171934,0.898102541,0.124291448,0.669949603,0.471700791,-0.105060626
0.641688026,-0.479924398,-0.637960163,0.432148786,0.167047513,0.329312984,0.900787995,0.03458153,0.49697984,0.657588344,0.007007009,0.27214952
-0.809252702,-0.627028411,0.119510008,-0.616044862,0.167047513,-0.283089837,-0.983187692,-0.397178976,-0.222986372,0.659133501,0.123180455,-0.105060626
0.349255903,-0.569162851,0.422498076,0.143282554,0.167047513,0.272783493,0.437040134,0.03458153,0.412277933,0.422724416,0.820221127,0.146412804
-0.152507216,-0.263800019,0.119510008,0.570835226,0.167047513,-0.255094279,0.842819513,0.03458153,-0.112873892,0.682310863,0.2393539,0.209281162
-0.800794635,-0.55103629,0.119510008,-0.476592198,0.167047513,-0.040820589,-0.809282244,0.03458153,0.14970202,0.663768974,-0.806207108,-0.042192269
-0.809770543,-0.884983314,0.119510008,-1.026740618,0.167047513,-0.6061155,-0.72232952,-0.828939482,-0.078993129,0.671494761,-1.387074334,-0.105060626
1.778841862,2.787736775,0.119510008,4.005814847,0.167047513,1.870414588,2.118126132,-0.397178976,0.010790892,0.657588344,-0.690033662,2.9754889
1.224875453,0.148927827,0.119510008,0.660483367,0.167047513,0.567544411,1.428301188,0.03458153,0.166642402,0.659133501,0.007007009,1.152306527
0.227933191,-0.354432823,0.119510008,0.655119803,0.167047513,0.149764553,0.78485103,-0.828939482,-0.028171985,0.649862557,-0.457686772,0.209281162
-0.809992475,-0.852913245,-0.637960163,-1.00911748,0.167047513,-0.6061155,-0.751313761,-0.397178976,-0.019701794,0.649862557,0.704047681,-0.167928984
0.961689009,-0.029549079,0.876980179,0.949349599,0.167047513,0.551393128,1.722491238,-0.397178976,0.310635644,0.693126965,-0.690033662,0.649359666
-0.809622589,-0.819448825,0.119510008,-0.947053382,0.167047513,-0.585926396,-0.72232952,-0.828939482,0.217463546,0.699307594,-2.084115006,-0.105060626
0.614143825,-0.325848631,-1.395430334,1.219060245,0.167047513,0.396609997,0.639929823,0.03458153,0.344516407,0.674585076,0.007007009,0.083544447
-0.809770543,-0.537092782,0.876980179,-0.470462411,0.167047513,-0.081198797,-0.055691969,-1.260699987,-0.43474114,0.659133501,-3.594369795,-0.105060626
1.060793883,0.484966377,0.876980179,0.455901712,0.167047513,0.823273062,1.354391373,-0.397178976,0.193747012,0.682310863,-0.922380553,2.409673681
0.013349809,-0.522452098,0.119510008,0.114932287,0.167047513,0.048011469,0.523992858,0.03458153,0.048059732,0.659133501,-0.457686772,0.27214952
-0.809030771,-0.820843176,0.119510008,-0.922534232,0.167047513,-0.6061155,-0.664361037,-0.828939482,-0.08746332,0.615869094,-0.573860217,-0.167928984
-0.80959793,-0.616570779,0.119510008,-0.598421723,0.167047513,-0.283089837,0.552977099,-1.260699987,-0.527913238,0.679220548,-2.432635342,-0.105060626
0.447694982,-0.615176428,0.119510008,-0.016858142,0.167047513,0.157301818,0.621090066,0.03458153,0.192052974,0.669949603,0.2393539,0.335017877
-0.794432591,-0.796442037,0.119510008,-0.893417742,0.167047513,-0.525359085,-1.041156175,0.466342035,0.154784135,0.645227085,0.587874236,-0.042192269
-0.809351339,-0.74275953,-0.334972095,-0.78997758,0.167047513,-0.453566631,-0.728126368,-0.397178976,0.158172211,0.688491492,-1.270900889,-0.105060626
0.726663243,-0.107632726,0.876980179,1.240514501,0.167047513,0.388534356,1.045709202,0.03458153,0.242874118,0.662223816,-0.225339881,0.460754593
1.882927871,1.174472863,0.876980179,1.801390049,0.167047513,1.094076243,2.552889752,0.03458153,0.081940494,0.68385602,-0.341513326,2.912620543
-0.80932668,-0.786681581,0.876980179,-0.866599922,0.167047513,-0.55564274,-0.496252438,-1.260699987,-0.333098851,0.682310863,-2.084115006,-0.105060626
-0.80905543,-0.686288321,-0.637960163,-0.699563215,0.167047513,-0.347694969,-0.171628934,-0.828939482,-0.66343629,0.713214011,-2.432635342,-0.105060626
0.301047387,-0.482015924,0.876980179,0.366253571,0.167047513,0.200102719,0.379071651,0.466342035,0.449546772,0.64213677,0.936394572,0.335017877
-0.332050035,-0.235215827,0.119510008,0.429083892,0.167047513,0.213562121,-0.316550141,0.898102541,0.37839717,0.652952872,0.704047681,0.083544447
0.29150432,-0.364193279,-0.637960163,0.911038427,0.167047513,0.126076004,0.755866789,1.761623552,0.52408445,0.666859289,0.936394572,0.397886235
-0.808981453,-0.86127935,0.119510008,-0.999156575,0.167047513,-0.6061155,-0.732474005,-0.828939482,-0.011231604,0.68385602,-1.387074334,-0.105060626
0.045776509,0.001823814,0.876980179,0.515667139,0.167047513,0.458792438,0.195021719,0.03458153,0.45124081,0.659133501,0.587874236,0.52362295
-0.809375998,-0.815265773,0.876980179,-0.957014287,0.167047513,-0.545548188,-0.519439831,-0.828939482,-0.239926753,0.674585076,-1.154727444,-0.105060626
0.359686697,0.786146157,0.119510008,0.585393471,0.167047513,0.661221854,0.157342205,1.329863046,0.547800985,0.693126965,0.123180455,1.215174885
-0.80905543,-0.781104177,0.876980179,-0.87732705,0.167047513,-0.545548188,-0.519439831,-0.828939482,-0.32462866,0.657588344,-1.619421225,-0.105060626
