Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,TP,TN,FP,FN,TPR,FNR,TNR,FPR
94.12%,96.36%,97.18%,96.77%,80.72%,96.20%,10486,712,396,304,97.18%,2.82%,64.26%,35.74%
